,raw,pca,resnet,resnetpca
100,0.4449999928474426,0.2680000066757202,0.5929999947547913,0.5659999847412109
200,0.35100001096725464,0.25699999928474426,0.5899999737739563,0.33899998664855957
300,0.0,0.0,0.1509999930858612,0.18000000715255737
400,0.0,0.0,0.0020000000949949026,0.0020000000949949026
500,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0010000000474974513,0.0010000000474974513
700,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0010000000474974513
900,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0
